Employee ID           Sales Amount
1527                       1130.94
1524                        774.91
1564                        344.29
1557                        592.40
1825                       1004.26
1226                        966.58
1537                        335.05
1547                        274.96
1239                       1107.14
1835                        260.74
1835                        623.59
1575                        333.92
1876                        670.46
1278                        748.90
1545                        778.57
1534                       1043.47
1524                       1177.13
1825                       1111.97
1225                        830.41
1277                        284.57
1547                        906.15
1879                        791.54
1534                       1071.63
1527                        979.36
1237                        981.28
1849                        666.58
1274                        343.71
1526                       1004.21
1556                        917.08
1229                       1219.70
1245                        845.48
1254                        616.14
1235                        667.57
1845                       1212.85
1238                        420.93
1858                        374.86
1549                       1169.33
1838                        853.60
1235                        362.61
1849                        558.22
1577                        390.09
1269                        477.83
1559                        704.46
1844                       1097.20
1247                        882.87
1568                        709.01
1279                       1020.22
1864                        981.42
1535                        815.54
1579                       1141.89
1226                        719.20
1239                       1193.08
1264                        536.98
1854                        499.76
1544                        845.74
1854                       1127.49
1246                        611.69
1847                        322.16
1546                        372.01
1574                        505.01
1267                        370.83
1257                       1129.17
1864                       1001.35
1528                        811.58
1279                        959.93
1229                       1090.08
1865                        455.21
1539                       1197.66
1578                        880.92
1237                       1201.65
1857                        281.43
1247                        919.75
1258                       1045.77
1247                        955.86
1828                       1141.14
1868                       1250.37
1235                        317.61
1249                        512.11
1259                        612.09
1877                        906.51
1827                        563.30
1837                        374.01
1869                        484.57
1534                        967.64
1575                       1194.59
1268                        554.53
1525                        555.68
1544                        298.23
1866                       1217.70
1866                        251.83
1876                        926.28
1549                        472.65
1249                        779.43
1277                       1017.41
1259                        802.27
1565                       1192.73
1277                       1217.78
1258                        434.90
1278                        786.50
1557                       1210.72
1556                        599.04
1269                        282.29
1525                        678.14
1867                        752.74
1535                        779.43
1878                       1216.61
1565                        769.47
1835                        442.84
1576                        939.18
1824                        929.25
1557                        642.32
1238                        717.40
1546                        632.15
1239                        835.62
1249                        463.88
1558                        755.18
1839                        339.96
1226                       1231.42
1526                        785.06
1838                        893.76
1865                        508.55
1536                        975.38
1829                        839.40
1525                        552.56
1876                       1103.35
1525                        657.46
1536                        331.34
1244                        657.29
1537                        650.83
1245                        266.63
1549                        747.17
1866                        559.96
1566                        787.67
1857                        371.07
1249                       1138.35
1878                        457.37
1857                        306.30
1546                        784.91
1236                        425.34
1865                        321.04
1524                        706.07
1275                        734.48
1549                       1195.02
1266                        312.79
1839                       1234.85
1547                        545.04
1274                        992.50
1849                        704.62
1275                        434.09
1239                        801.98
1824                       1123.50
1828                        309.27
1557                       1198.50
1577                       1018.62
1239                        947.23
1564                        393.17
1825                        303.09
1539                        821.39
1875                        677.69
1268                       1107.93
1855                        471.85
1874                        612.57
1544                        676.59
1255                        396.33
1255                        904.80
1236                        741.55
1255                       1249.67
1224                        434.80
1858                        335.62
1866                       1183.55
1525                        945.61
1247                        537.41
1556                        580.78
1848                        701.87
1225                        355.30
1527                        590.35
1847                        578.12
1234                        530.57
1547                        404.80
1265                        965.89
1869                        939.97
1826                        538.77
1574                       1152.62
1235                        945.93
1876                        995.77
1554                        904.37
1824                       1087.64
1867                        646.90
1235                        342.14
1279                        284.24
1879                        925.43
1857                        437.33
1879                        891.57
1248                        492.01
1557                        907.11
1839                        867.74
1876                        411.43
1865                        665.28
1229                        594.74
1557                       1079.23
1826                        578.65
1274                        935.35
1278                       1164.14
1237                        738.38
1254                        523.80
1834                        603.45
1877                       1211.28
1835                        449.76
1867                        876.72
1239                        813.50
1259                       1039.14
1275                        684.93
1236                        314.60
1576                        717.34
1248                        460.03
1234                       1199.92
1267                        611.61
1844                       1155.41
1867                       1094.51
1565                        956.20
1848                       1180.00
1867                        819.07
1246                       1161.68
1864                        549.17
1528                       1121.73
1559                        932.27
1848                        778.11
1278                       1122.14
1826                        770.55
1248                        416.82
1267                        761.15
1555                        792.84
1527                        746.61
1866                        565.09
1267                        919.80
1246                        570.36
1826                        494.62
1526                       1215.29
1539                        847.08
1566                        788.70
1824                        338.38
1268                        416.16
1576                       1230.89
1858                       1012.66
1526                       1022.96
1264                        610.23
1874                        633.35
1535                        469.43
1267                        758.26
1226                        294.56
1245                        805.69
1235                        974.49
1876                        776.15
1845                       1199.94
1569                        468.56
1239                        339.13
1524                        369.08
1565                        955.65
1244                        623.96
1858                        308.44
1839                        441.15
1224                        269.72
1538                        336.53
1559                        970.79
1828                        549.76
1837                        596.60
1267                       1045.46
1556                        685.81
1555                        456.73
1865                        306.45
1228                        349.82
1268                        504.85
1236                       1178.85
1525                        363.84
1276                        313.42
1827                       1094.02
1275                        522.05
1839                        491.02
1557                        256.20
1548                       1156.63
1225                       1146.97
1855                        848.62
1268                       1055.05
1867                        347.19
1856                       1094.10
1565                       1198.89
1876                        937.19
1554                        707.89
1844                        850.35
1234                        583.46
1879                        779.02
1228                        575.58
1835                        885.22
1848                        496.53
1554                        904.50
1268                       1013.28
1848                        698.34
1537                        551.66
1569                        377.99
1547                        729.13
1868                        369.62
1568                        655.97
1869                        804.61
1267                        497.89
1239                        603.87
1874                        679.85
1277                        625.10
1235                       1082.93
1546                        275.86
1279                        633.25
1529                        916.20
1547                        655.70
1237                        484.97
1579                        336.40
1875                        680.46
1277                        724.74
1279                       1092.32
1539                        588.99
1555                        650.67
1857                        550.13
1245                        773.30
1565                        841.99
1569                        582.66
1564                       1070.49
1554                        563.76
1229                        371.82
1826                       1052.68
1247                        318.48
1256                        905.59
1867                        955.10
1866                        754.26
1236                        351.77
1229                       1194.80
1576                       1032.91
1868                        297.57
1257                        665.50
1269                        826.18
1846                        385.49
1254                        503.30
1246                       1121.32
1878                        744.38
1559                        309.48
1277                       1198.95
1837                        365.83
1854                        487.52
1275                        284.69
1577                        517.79
1846                        753.57
1248                        733.31
1868                       1145.29
1257                        695.14
1846                        767.53
1557                        349.66
1545                        752.56
1274                        367.25
1257                        942.10
1529                        937.76
1864                       1169.13
1565                        364.67
1225                        284.58
1867                        881.74
1866                        329.71
1578                       1010.12
1579                       1200.15
1238                        892.74
1856                       1211.33
1576                        916.82
1534                        906.36
1577                       1058.52
1535                        506.06
1845                        280.37
1844                        362.13
1546                        388.60
1268                        795.26
1826                        688.09
1848                        687.19
1558                        863.84
1855                       1216.31
1257                        400.91
1846                       1084.11
1864                        977.57
1258                        640.84
1247                       1158.70
1846                        256.77
1526                        789.17
1267                        338.47
1844                        472.15
1555                        339.33
1274                        466.21
1825                       1160.02
1245                        429.10
1269                        311.74
1249                        335.05
1837                       1199.30
1824                        981.45
1576                        924.70
1575                        422.94
1276                        966.28
1878                        743.48
1847                       1119.15
1544                        508.64
1264                       1065.88
1868                        295.69
1248                        953.27
1824                        668.52
1535                        361.15
1234                        973.22
1524                       1018.95
1235                        323.19
1875                        654.07
1825                       1168.68
1567                        363.78
1868                        786.59
1826                        848.71
1524                       1123.48
1258                        917.53
1255                        304.58
1829                        625.02
1844                       1231.73
1876                        410.12
1226                        613.10
1875                        620.04
1254                        830.59
1276                        795.16
1875                        980.75
1878                       1086.66
1535                        502.12
1259                       1171.85
1556                        749.89
1835                       1070.82
1256                        868.65
1876                       1202.55
1529                        390.27
1536                       1086.24
1838                        883.62
1544                       1042.69
1525                       1047.13
1566                        282.70
1824                        637.97
1847                        756.31
1535                        580.81
1566                       1122.75
1846                        653.96
1276                       1241.02
1579                       1120.85
1235                        541.93
1227                        677.58
1574                        647.48
1574                       1105.62
1529                        635.52
1248                        980.36
1849                        303.40
1825                        838.43
1269                        821.76
1826                       1155.75
1869                       1136.00
1855                        526.09
1266                        514.62
1244                        411.00
1559                        590.04
1275                        830.09
1257                        296.99
1844                        373.47
1855                       1053.23
1264                        913.17
1549                        590.45
1239                        378.54
1844                        777.31
1847                        983.42
1578                        833.47
1844                        268.95
1224                        298.44
1578                        343.93
1576                       1142.18
1549                        694.64
1258                        363.26
1567                        939.86
1535                        494.57
1855                        906.14
1578                        344.32
1826                        402.05
1229                        391.27
1825                       1056.40
1537                       1168.10
1564                        601.18
1844                       1038.72
1259                        989.20
1264                        732.46
1868                        684.31
1265                       1008.97
1857                        543.94
1256                        829.68
1859                        628.03
1528                        418.87
1855                        348.04
1536                        571.89
1855                        288.06
1249                        604.82
1545                       1118.81
1254                        307.06
1546                        939.39
1245                        284.01
1829                        451.77
1838                       1047.52
1855                        324.80
1258                       1240.15
1538                       1126.56
1525                        381.92
1278                       1206.10
1534                        479.69
1569                        897.26
1545                        909.71
1275                        408.61
1558                        918.58
1265                        794.23
1844                       1152.14
1237                        364.35
1248                        543.48
1524                        917.56
1824                        981.71
1877                       1165.65
1577                       1090.51
1266                        734.82
1228                        537.22
1836                       1105.19
1274                       1211.49
1239                        876.49
1256                        655.19
1225                        727.71
1566                       1150.64
1827                        438.79
1874                        781.87
1276                        374.01
1568                        912.87
1254                        772.07
1825                        396.74
1859                       1234.67
1245                        937.47
1878                        784.61
1838                        942.44
1526                        881.06
1559                        271.33
1579                        734.06
1254                       1238.34
1834                        332.02
1869                       1239.75
1529                        530.21
1239                        402.45
1554                        588.93
1256                        611.59
1228                        526.44
1278                        281.93
1236                        680.35
1527                        283.05
1578                        819.50
1859                        363.08
1248                       1219.08
1848                        445.91
1564                       1045.92
1547                       1204.82
1548                        439.83
1228                        250.24
1269                        675.86
1257                        346.68
1839                        751.30
1274                        988.62
1864                        817.44
1278                        748.26
1534                        782.77
1854                        758.94
1529                        505.65
1237                        694.25
1878                        925.25
1544                        643.56
1526                        504.66
1867                       1229.89
1275                        386.05
1244                        375.09
1237                        601.71
1244                       1070.97
1825                        734.92
1244                        513.61
1237                        403.46
1874                       1033.30
1545                        940.66
1534                       1113.40
1526                        635.85
1566                        955.69
1868                        932.18
1865                        897.20
1845                        939.47
1857                       1114.46
1838                        637.19
1846                        929.90
1829                       1164.38
1247                       1153.40
1248                        530.24
1554                        786.80
1839                       1172.52
1535                        498.27
1828                        681.35
1575                       1227.37
1524                       1126.54
1279                        286.77
1878                        298.14
1569                        367.42
1577                        293.18
1576                        782.04
1868                        781.42
1257                        352.90
1239                        342.09
1535                        301.63
1568                        261.30
1867                        525.09
1864                       1132.24
1224                        632.00
1857                        656.81
1526                       1101.36
1835                       1018.75
1275                        960.48
1878                       1206.99
1278                        338.40
1545                        644.24
1828                        284.78
1257                        531.52
1255                       1211.93
1249                       1241.71
1256                        346.97
1854                       1173.81
1827                        579.97
1229                        421.91
1837                       1047.95
1248                        641.64
1834                        865.56
1874                        480.15
1574                        367.43
1264                        963.24
1578                       1219.97
1237                       1188.73
1879                        795.46
1274                        727.89
1275                       1194.48
1524                       1090.72
1859                       1246.35
1268                        633.07
1839                        920.59
1579                        300.40
1278                        479.20
1825                        538.06
1576                        771.74
1245                        804.05
1869                       1028.88
1546                       1001.00
1839                        542.57
1565                       1248.35
1248                        615.47
1828                        332.56
1868                       1118.65
1535                       1242.23
1834                       1079.32
1877                       1139.02
1846                        642.69
1569                       1154.23
1828                        791.48
1857                        373.90
1556                       1198.32
1249                        405.35
1545                        584.67
1525                        879.03
1274                        970.27
1256                        272.43
1256                       1168.84
1876                        435.19
1277                        922.15
1848                       1179.97
1859                       1052.07
1239                        309.23
1257                        970.66
1858                        492.55
1859                        971.10
1545                        298.64
1846                        647.33
1844                        828.62
1875                        806.31
1875                        278.70
1878                        283.76
1527                        835.92
1258                       1003.21
1274                        250.06
1256                        673.34
1826                        503.31
1235                        495.39
1549                        890.86
1527                       1248.51
1537                        953.11
1848                       1131.03
1576                        589.36
1877                        747.45
1856                        737.01
1237                        586.92
1844                       1008.00
1824                        393.37
1225                        634.40
1868                        796.85
1574                       1118.07
1565                        561.20
1274                        946.21
1549                        867.71
1529                        751.75
1248                        949.86
1855                        295.31
1248                        507.86
1264                        647.79
1855                        251.95
1849                        926.33
1277                        944.22
1828                        999.58
1827                        334.03
1846                        492.07
1535                        346.67
1555                        498.75
1239                        901.33
1247                        360.30
1576                        747.09
1846                        887.32
1877                        669.98
1576                        406.16
1837                        463.80
1868                        999.27
1235                       1038.75
1846                        311.00
1825                       1023.60
1557                        310.66
1564                        264.32
1826                        357.76
1224                        579.19
1245                        984.26
1238                       1135.94
1876                        727.80
1229                        841.20
1564                        419.63
1249                       1131.74
1854                        295.29
1569                        486.68
1567                        295.76
1235                       1109.40
1547                        935.05
1535                       1091.03
1546                       1124.13
1274                        469.43
1878                        304.91
1249                        545.54
1236                        286.38
1548                        825.90
1277                       1150.58
1877                        981.36
1268                        591.38
1557                       1180.65
1874                       1100.99
1879                       1188.96
1856                        314.86
1239                        592.04
1829                        964.17
1528                        540.14
1578                        747.49
1866                        356.19
1859                        530.62
1548                        417.51
1865                       1246.52
1247                        665.68
1566                        858.11
1545                       1122.48
1824                        774.88
1235                        788.85
1849                       1078.12
1277                        305.72
1857                        955.79
1556                        742.48
1848                        690.65
1855                        893.16
1269                        613.85
1245                        460.02
1577                        358.57
1559                        496.50
1867                        825.70
1537                        468.38
1866                       1207.51
1865                        344.13
1255                        463.05
1555                       1053.10
1866                        617.22
1564                        702.68
1555                       1245.38
1277                        935.12
1839                        531.40
1229                        789.97
1837                        279.98
1557                        441.02
1279                       1237.09
1857                       1207.51
1246                       1114.58
1277                       1177.72
1835                        674.51
1268                        857.47
1846                        277.47
1556                       1196.76
1855                       1229.42
1528                        364.17
1258                        335.12
1538                        674.00
1837                       1028.99
1834                       1000.06
1846                        428.23
1827                       1083.86
1266                        739.15
1574                       1099.21
1276                        324.44
1249                        855.06
1257                        867.47
1225                        989.32
1837                        963.32
1566                        563.86
1539                        547.48
1539                        405.15
1549                        502.08
1545                        588.78
1835                        848.56
1854                        416.53
1825                        869.62
1828                        293.86
1557                        564.31
1549                        847.87
1539                        798.18
1824                        693.36
1556                        513.36
1874                       1197.11
1556                        390.40
1535                        626.01
1539                        334.79
1865                       1061.20
1824                       1149.99
1546                        429.76
1279                        784.93
1278                       1060.14
1539                        531.77
1276                       1109.98
1555                        534.78
1877                        251.38
1244                        998.34
1837                       1007.24
1577                        467.81
1835                       1061.88
1856                        553.17
1869                        982.49
1525                        474.37
1246                        695.54
1535                        798.19
1549                       1077.84
1267                        752.51
1236                       1072.24
1577                        474.92
1865                        686.79
1249                        597.38
1254                       1237.26
1545                        511.07
1248                       1237.91
1256                        709.04
1834                        287.31
1229                        572.67
1568                        353.17
1867                        980.86
1834                        794.01
1564                       1105.64
1876                        531.57
1258                        794.35
1837                        721.84
1266                        882.94
1534                        311.47
1565                        828.57
1254                        853.67
1848                       1054.15
1238                        949.23
1238                        343.91
1824                        708.72
1829                        694.60
1237                        585.55
1279                        985.51
1266                        970.05
1549                        843.95
1579                        922.11
1224                       1078.12
1546                        402.53
1868                       1060.35
1857                        392.84
1276                        423.42
1827                        273.37
1866                        463.99
1235                        832.68
1546                        599.90
1256                        278.02
1555                        286.26
1266                        650.78
1528                        751.24
1555                        961.75
1258                        915.33
1554                        502.23
1538                        894.12
1867                        633.58
1264                        440.26
1278                        465.35
1836                        707.64
1868                        800.76
1858                        705.62
1266                        703.35
1527                        831.13
1564                       1081.78
1249                        846.60
1266                        644.60
1569                        664.53
1249                        629.84
1249                        347.62
1574                        649.37
1277                        661.26
1869                       1058.84
1579                        583.41
1279                       1187.07
1249                       1128.55
1569                        857.87
1878                        866.69
1235                        502.96
1869                        518.32
1279                        319.16
1259                        992.17
1226                        790.39
1264                       1235.55
1237                        962.63
1538                        290.28
1844                        867.55
1269                        920.10
1265                        443.80
1548                       1170.20
1244                        343.70
1554                        257.11
1276                        993.33
1876                       1161.47
1229                        294.88
1575                        266.84
1846                        326.98
1528                        470.17
1234                        433.18
1227                       1099.04
1279                       1071.09
1249                       1022.42
1247                        782.45
1859                        338.79
1566                        685.59
1528                       1007.60
1267                        842.55
1878                        796.89
1827                        884.44
1567                        929.89
1554                        270.07
1826                        804.67
1249                        557.67
1527                       1151.39
1246                       1047.58
1565                       1017.40
1855                       1194.81
1879                        943.75
1539                       1148.34
1225                        708.15
1827                        801.93
1277                       1029.26
1574                        718.56
1575                        565.09
1235                        329.07
1838                        633.47
1879                        745.14
1225                        985.41
1577                        593.27
1279                       1028.29
1836                       1226.85
1878                        875.65
1545                        692.00
1827                        579.61
1827                        842.14
1864                        947.59
1529                        934.21
1276                        292.41
1834                       1132.31
1869                        514.54
1834                        253.76
1245                        864.35
1566                       1160.30
1574                        790.30
1237                       1141.46
1227                       1223.91
1236                        693.88
1269                        683.43
1269                       1055.48
1229                        581.97
1236                        868.39
1846                       1095.15
1838                        353.40
1547                        980.93
1245                        365.00
1835                        716.70
1249                        708.66
1536                        333.33
1254                       1080.42
1234                        323.20
1255                       1031.55
1534                        981.96
1245                        295.17
1569                        577.99
1834                        894.72
1559                        728.42
1525                        353.25
1259                        320.51
1838                        452.13
1274                        399.32
1267                        829.43
1228                        368.64
1568                        865.52
1249                        882.81
1238                       1195.97
1257                        814.59
1245                       1219.48
1277                        670.73
1849                       1004.85
1238                        819.23
1539                        945.81
1877                        919.19
1528                        552.50
1557                        915.96
1865                        749.63
1277                        984.71
1539                       1056.05
1534                        795.06
1527                       1027.76
1826                        471.82
1258                        320.05
1864                        616.59
1825                        786.78
1278                        788.17
1256                        915.69
1549                        793.67
1266                       1072.46
1836                       1181.10
1826                        841.58
1525                        295.42
1264                        888.78
1867                        289.84
1246                        707.94
1244                        444.30
1859                        616.40
1579                       1193.02
1844                        398.37
1255                       1211.91
1869                        939.64
1254                        953.83
1554                        251.05
1546                       1011.44
1539                        261.99
1528                        665.64
1274                        723.50
1556                       1005.45
1534                        638.06
1869                       1001.09
1256                        565.79
1879                        890.29
1834                       1185.07
1855                        259.67
1228                        492.31
1837                       1202.93
1564                       1008.87
1846                        912.91
1239                        358.96
1555                       1108.30
1829                        627.38
1554                        647.89
1245                        827.94
1525                        709.21
1834                        891.59
1224                        924.45
1544                        539.92
1856                        829.63
1856                        405.06
1266                       1009.70
1566                        794.82
1265                        317.62
1554                        450.89
1827                        533.21
1247                        709.04
1867                        845.66
1824                        404.19
1564                        530.58
1256                        905.18
1549                       1201.49
1826                        667.11
1856                        992.55
1554                        665.26
1249                       1085.50
1557                       1079.26
1249                        907.63
1277                        617.51
1234                        413.60
1268                        845.75
1858                        812.17
1826                        900.55
1527                       1108.51
1868                        956.66
1876                        840.04
1259                        835.13
1266                        395.72
1524                       1109.99
1257                        262.64
1278                       1101.40
1838                        606.75
1836                       1131.20
1559                        541.61
1269                        404.61
1825                        469.09
1567                        901.15
1857                        870.86
1855                        651.37
1578                        907.51
1824                        770.60
1835                       1228.24
1278                        619.34
1824                        337.94
1877                        485.22
1874                        919.59
1835                       1130.52
1525                        467.82
1528                        610.01
1549                        625.42
1529                        719.97
1824                        588.96
1568                        446.36
1559                        951.96
1579                        811.00
1567                        378.91
1879                        458.49
1257                        468.77
1877                        387.96
1529                       1193.82
1225                       1190.41
1264                        267.91
1279                       1163.45
1845                        864.78
1567                        691.48
1846                        999.48
1258                        253.06
1857                       1002.69
1244                        439.34
1547                        425.77
1564                        350.58
1868                        782.61
1855                        758.39
1826                        465.86
1225                        391.79
1268                        252.67
1548                        741.81
1869                        742.71
1874                        733.63
1534                       1122.34
1839                        675.01
1265                        626.81
1245                        822.98
1847                       1063.38
1529                        960.63
1558                        789.25
1544                        366.87
1229                        505.12
1225                        531.04
1874                       1245.34
1574                       1010.23
1577                        934.40
1858                        782.28
1236                        899.75
1278                        500.12
1249                        688.84
1265                        986.60
1836                        595.07
1527                        365.46
1537                        251.77
1865                       1215.41
1855                        661.94
1258                       1081.25
1824                       1058.59
1265                        766.75
1544                        957.69
1564                        744.34
1827                        781.55
1574                       1083.32
1845                        421.40
1575                       1249.63
1527                       1136.21
1537                       1173.92
1537                       1120.53
1274                        949.85
1856                       1172.23
1569                        534.48
1267                        787.04
1228                        840.72
1574                       1075.76
1838                        574.49
1838                        879.99
1878                       1224.75
1835                        458.30
1248                        535.03
1269                       1118.65
1568                        886.47
1244                       1163.04
1528                        912.23
1569                        539.10
1834                        763.12
1578                        554.73
1559                        374.27
1874                       1037.36
1275                       1115.91
1557                        318.04
1225                       1194.85
1579                        411.97
1875                       1202.78
1539                        758.44
1838                       1159.17
1558                        920.14
1529                        448.59
1868                        593.52
1555                       1002.44
1249                        317.32
1244                       1123.88
1528                        252.87
1266                        316.84
1824                        405.33
1268                        503.09
1834                        673.44
1876                        986.03
1825                       1083.96
1856                        554.33
1849                        599.40
1267                       1097.09
1566                        886.11
1274                       1094.55
1259                        375.50
1848                        367.06
1267                       1043.33
1568                        469.34
1226                       1246.90
1527                       1068.87
1826                       1014.01
1835                        727.13
1877                       1151.60
1564                        438.87
1269                        541.94
1859                        285.93
1245                       1022.22
1865                        618.79
1876                       1198.43
1875                       1107.55
1569                        582.41
1825                       1060.24
1846                        429.92
1829                        367.37
1254                        639.68
1834                        457.65
1878                       1106.10
1524                        632.55
1245                        886.78
1245                       1164.83
1267                        565.50
1876                        523.75
1577                       1194.57
1546                       1116.89
1574                       1164.61
1245                        897.41
1246                        411.33
1868                        252.75
1235                        316.50
1226                        508.44
1279                        662.68
1835                        442.12
1869                       1053.90
1237                       1190.47
1574                       1141.88
1828                        899.00
1238                       1057.85
1259                        520.59
1538                        406.75
1876                       1108.62
1277                       1216.76
1549                        997.58
1874                       1188.98
1565                       1246.99
1538                        667.08
1554                        706.64
1837                        669.01
1838                       1104.83
1824                        349.35
1867                        498.65
1545                        299.40
1574                        506.08
1256                       1040.84
1278                        655.84
1529                       1078.67
1276                       1240.86
1278                        911.65
1856                       1068.12
1578                        357.67
1264                        464.99
1527                        571.34
1845                        903.71
1538                       1140.41
1536                        647.96
1524                        615.01
1865                        778.47
1236                        874.50
1245                        974.40
1875                        668.93
1828                        430.56
1274                        749.89
1258                        278.08
1834                        934.63
1574                        893.72
1276                        494.35
1847                        458.39
1549                       1243.54
1225                       1164.99
1879                        678.24
1864                        404.32
1266                        596.07
1549                        375.94
1879                        499.92
1569                        413.94
1277                       1217.22
1246                        473.40
1869                       1087.58
1568                       1118.42
1247                       1091.72
1244                        381.71
1255                        298.61
1835                        903.46
1227                       1019.60
1245                        677.46
1245                       1014.48
1829                        831.32
1547                       1162.34
1839                        763.69
1566                        936.06
1576                       1062.27
1224                       1087.43
1854                        537.65
1546                        884.52
1825                        776.61
1254                        313.53
1544                        567.04
1555                        590.65
1557                        596.11
1575                        364.04
1539                        761.72
1827                       1002.74
1279                        507.03
1828                        307.25
1869                        537.98
1558                       1071.95
1837                        281.61
1537                        805.89
1247                        501.22
1826                       1057.15
1558                        397.01
1867                        662.31
1826                        610.26
1849                        320.28
1827                        464.84
1838                        869.03
1258                        855.99
1279                        621.24
1565                       1141.13
1567                       1154.87
1256                        420.68
1538                        914.20
1526                        560.79
1824                       1024.59
1545                        366.66
1856                        648.50
1526                        250.63
1846                        317.94
1525                        795.58
1557                        561.98
1539                        557.82
1569                       1246.33
1837                        523.14
1877                        976.86
1268                        562.91
1244                        945.89
1546                        257.32
1837                        601.10
1876                        510.26
1267                        518.10
1875                        261.12
1866                        825.25
1277                        729.06
1878                        587.92
1279                        529.81
1858                        510.80
1828                       1049.82
1835                        333.36
1276                        458.62
1539                        296.07
1246                        727.31
1829                       1052.61
1238                       1022.01
1234                        393.53
1229                        869.12
1834                       1191.65
1845                        439.40
1864                        878.70
1224                        350.56
1254                        904.37
1239                        347.40
1566                        491.47
1234                       1240.22
1865                       1096.14
1864                        474.54
1827                        937.98
1225                        716.88
1855                        969.97
1536                        810.51
1868                        676.01
1264                        498.07
1274                       1066.08
1557                        278.90
1228                       1226.76
1826                        759.00
1534                        826.03
1579                        910.42
1555                        953.29
1874                        554.06
1525                        623.33
1548                        511.63
1229                        376.33
1879                        736.80
1864                        316.53
1528                        842.22
1259                        960.67
1544                        385.46
1828                        297.86
1245                        280.67
1856                        408.98
1258                        724.86
1256                       1036.29
1826                        999.56
1555                        468.22
1535                        542.97
1268                       1127.22
1528                        636.24
1839                       1221.47
1546                       1119.88
1568                        839.49
1868                        466.13
1864                        881.27
1837                        643.23
1229                       1160.07
1558                       1075.37
1875                       1095.54
1527                       1138.25
1848                        340.15
1557                        526.14
1255                        735.85
1854                        879.24
1254                        948.70
1876                       1038.35
1855                       1198.39
1857                        318.53
1866                        408.65
1574                       1155.87
1574                       1200.22
1529                        508.97
1264                       1055.45
1245                        413.28
1224                       1076.22
1836                       1019.93
1824                        673.22
1864                        523.11
1239                        576.37
1225                        363.77
1546                        549.30
1566                       1033.55
1859                       1163.69
1248                        917.82
1529                       1019.44
1254                        502.70
1876                        802.52
1859                        343.90
1869                        509.33
1868                       1175.32
1834                        269.45
1825                        512.25
1236                       1091.75
1266                       1152.03
1575                        942.61
1865                        921.06
1854                        520.19
1844                       1061.07
1545                       1095.61
1534                        621.43
1537                        790.93
1527                       1232.51
1239                        698.82
1256                        636.85
1866                       1175.67
1836                        361.03
1844                        717.27
1546                        885.21
1545                        777.63
1835                        694.10
1528                        904.03
1265                        601.28
1277                        574.14
1876                        688.76
1565                       1099.01
1844                        261.65
1566                        968.82
1246                       1189.80
1579                       1025.37
1524                        999.28
1578                        827.08
1527                       1101.57
1829                        585.36
1867                        530.43
1227                       1039.34
1267                        560.14
1559                        660.69
1834                        579.19
1226                        550.56
1275                        604.09
1525                        403.37
1234                        793.42
1835                        922.39
1245                        346.70
1826                       1042.07
1235                       1168.27
1559                        367.77
1578                        647.73
1556                       1166.02
1224                        969.14
1859                        308.02
1276                        283.60
1538                        534.31
1279                       1155.19
1826                        412.48
1846                        625.17
1239                        365.79
1534                        298.29
1569                       1147.61
1536                        802.98
1568                       1136.43
1829                       1006.53
1546                        823.58
1846                        377.92
1247                        877.15
1267                        842.21
1559                       1144.40
1867                        525.53
1878                        975.20
1279                        753.30
1567                       1249.55
1526                        691.73
1528                        461.02
1836                        983.43
1827                        263.01
1259                        775.00
1244                        816.60
1237                        500.40
1535                        344.98
1546                        795.17
1248                        260.31
1535                        920.14
1525                       1228.88
1827                       1067.65
1875                        555.33
1536                        923.17
1257                        274.05
1845                        867.11
1557                        297.41
1225                       1178.66
1237                       1017.80
1249                        613.78
1525                        720.33
1527                        764.85
1236                       1209.06
1266                        528.16
1235                        982.68
1559                       1096.03
1557                        368.44
1578                        819.25
1839                        973.26
1555                        339.08
1257                        827.89
1535                        344.28
1575                        603.95
1257                        338.41
1556                        277.79
1845                        788.95
1857                        607.01
1526                       1034.44
1845                        817.54
1256                        328.18
1275                        835.03
1277                        387.63
1244                        497.70
1856                        816.30
1245                       1052.20
1867                        803.92
1549                        371.60
1544                        438.86
1838                       1234.23
1877                       1047.71
1245                       1040.40
1854                        896.77
1544                        364.67
1229                        672.40
1827                        694.76
1276                       1076.12
1857                        736.81
1866                        939.31
1847                        672.93
1845                       1217.36
1866                        739.99
1276                       1238.21
1539                        496.33
1876                        588.06
1579                       1166.50
1837                       1008.26
1234                        423.70
1844                        660.12
1857                       1002.94
1577                       1166.56
1246                        494.70
1849                        771.54
1238                        727.04
1259                       1019.06
1237                       1077.99
1874                        304.63
1279                       1110.06
1538                        693.10
1249                        915.87
1569                        361.73
1556                        506.62
1278                       1055.36
1236                        675.39
1265                        925.50
1564                        655.08
1848                       1128.37
1829                        992.94
1229                        543.59
1247                        975.41
1567                       1020.49
1574                       1018.37
1847                        490.91
1855                        361.50
1875                        345.36
1827                        466.61
1246                        446.36
1566                        484.06
1839                       1141.93
1865                       1164.76
1236                        664.05
1538                        585.99
1525                        294.93
1849                       1089.70
1264                        645.07
1239                        771.20
1248                        462.85
1237                        928.22
1829                        307.67
1866                        816.00
1244                        493.39
1548                       1116.60
1579                        659.04
1245                        453.94
1576                        349.54
1526                        384.76
1538                        974.53
1278                       1177.18
1555                        529.95
1259                        811.83
1877                        454.38
1564                        533.35
1836                        989.99
1568                        364.26
1234                        414.96
1839                        923.91
1828                        561.22
